leaguePoints,rank,summonerName,wins,losses,hotStreak,veteran,freshBlood,inactive,summonerId,puuid
957,I,ALL MIGHT03,408,353,False,True,False,False,dp5whQDyLr1WyRexbrPI-RAYa_OOzTH7lD4ccHXND7XgDR5MsB00CL34_Q,TC-2kRgLzHnspr3UdJM-wZjrsqPigIcYiQqpos7UpbpBD75KHU0MLraDoy6T3KBqUR82db084PMW2Q
956,I,LFT SHIHAN5,245,204,False,False,False,False,ZmDQ-xjzil4ewqT13ekJvLlaQATidO6WmfmgAngjpuV95Qd6eAi0vPkgBQ,X_j48x2Q0gE5r-CB7R487P-KbSdw3kB_oB3kOakr0CUOko8u2Ncrnye2e-O-9MQ6XEyfgj4gIToAvw
956,I,Ghosting Gary,419,367,True,False,False,False,ipIYNPS1ZyBbsZnm7WihIsWEffWnZLj_YMGxPT65R1blVw-7,qPJkr22jfcNXpYNTSO4EZ90oIfGIzxBWE6nNwl69RLQ_JAGOgF12gYXJi__fF-8MYfhAfVGAxA3VBQ
955,I,MANATY NO CHAT,394,333,True,False,True,False,DpfRPAreMkCm_ah2l4z_voZRV396vXUND6UGDPbAuTEOvsw,TUqcAJ6mirixDljxjkXTR4ry-slBiU_p-LEhE4vRnzAFATsmP9CYPYVKCZDcLuEoVAOhZTrsU8WVGw
954,I,Ryunoa Zoro,280,233,True,False,True,False,ufNJ4_qb73YWI8K8CucMZ3keGZoDRMpuqf0eQ1ZUil9HJMjhVJzu_Ukz3A,rqL_Y-jCGOTPQLfYPLdewZRuEYKZBwCC3Npx9Lw5Q8fGQuNHvOEAjxQgsmzOYT4JbXSmXfdyqP5aVA
953,I,Whole Lot,347,296,False,False,False,False,EtGPSDu1NgDpMwfLIFs9ASbsKQhuxeEf8MbKGkgMEXG2_IE,zHW1pIIrgRdjgP7JtOUfZeueIlnXRM3oPHE8QMX2zC_0IKkV8QA1vcLDz1lsneO_1znAFC9hhihZCA
950,I,Mutant Grzegorz ,172,147,False,False,True,False,5fY_h2kqDycg2f18GDLFgJqFGIMlxRBJ-kQxQfSOagQEqFM,gcAm0DjV_H9Uk3AvtgS5RnmYYYnu9GKCeXTQXi8g5H-afTnEm0QNnalalhcD_Zv8rJEF9Lu25Owr1g
949,I,LVP promoter,362,310,True,False,True,False,E_D-bGvmFo1S-CUzzLsb8PbqHc2rw6J3fWtvvoGQIXfv5P0,6rndfyRSjQvU_8pE6pqGgMpt8E2Eq3Q8ijbU4fW1akZlG1oW8v93aRJ82SGdRiqi9VWvnP_Zy0oDMA
949,I,CONAN VARVARINA,220,164,False,False,False,False,mE636GTOjx3hViJn3W8i8DlMAImeUKs_6D4jx6lRfE2CisU,q6YSp5DtHKMUS-DBqx6IKhdZSyTqfc5bD80WiQnJNFNaNoNTPK6qL6mekoB2wYPXuUor4NJio2M6Tg
947,I,school phobia,512,397,False,False,True,False,x8WReuFtjX2dWLw92EhLFh3qTuxYnEI5g6iUZOZztcdeD6Q,EkwVK4d6Iw7AVkPyQhMUYS558nLoE8blnC5BRwLbqV2Y-vY9r4prpSA9SV2VB_k0MzcyYC1got_j_A
947,I,Quixeth,765,718,False,False,True,False,K4C3hxWVQ7cnD4OZLP0TFCUZz_KvdbJa2wVN-sR_BPwJZ34,bmCfvSuMtmzq2P5vh10-9M-rN0tTyRcPAZq6KcL8iF-HjR98enQ3eYBXVL8pRP8ch5hAetU93Erisg
946,I,FNC Hylissang,642,594,True,False,True,False,Zi7vrWN4ROcSvT_Dqi6hP9IesM32gVRxyMrfcKlbtSKlBvA,MMIIQx0RhaiVScBudQgOlQdAto3rFLlAxFmvR4PdgqInWbSGLa6iouj1ZyS5bN4W-ZSCfFNtbgHipQ
946,I,Wufo9,467,405,True,False,True,False,MDrIiiUni2NP0XRY2VIpJ6VeO2zjzN5ViPCTufrIFqV3ktEPNzEmfCpd-Q,nQAql-o9WLPRX34FRk-eWvJnguX8xookPXgx8dsSeGXt7LtNPOcoymH55IDxAacUYPTdu9HTnjOAKg
944,I,SmurfWithHarambe,283,233,False,False,False,False,IduBvyRyCDBZgHDQPseVx5xmz0Ybp5kF0_M0fEg_uUXICuA,AuWH3rKCc54qwrjQZQiWJCmU1Gh1BV1LE-ILyK_QHtszbhELzMHNPVTi6pGGfialaW0dZj5VGcO5xQ
944,I,Kieran Tierney,132,81,True,False,True,False,t0Ae5Brailh0QUQioP9uh8HCSeLCP-dsfuyaKkTg_sRE3Dg,pBkbQtdx5iWdp1gOymk-JKVUDwrOjyAE1Yl4U4Nok3U5PCVMmcROv4oPBeB6RaaHGR-XPIoeGmtU6Q
944,I,Lord Dinger,233,182,True,False,True,False,ZIFM8FSkSrN55o7tF_3PGGXKeIhXOW-VWSxMFwC85Pf43sw,Uo3nogyQR9IgyskdDlf4tmXPrzh0gGj-W931y6qiV1puCC6oZxJqvifx1fGqpIZsozWPXvCfSlu8sA
943,I,424PHL,282,245,False,False,False,False,YalEE1SrXxIhXRRADvn-ZbWPNekSHt6EbfwsJE266_-QYxs4,yyZx14eUNUDBeOx3FAogKGe3NF_IksyZ9Bj5rQhHX26uMqoBT-9z7LWf_3abEk-s7SS7ZO0ZWrQ5rg
940,I,RabbIe Arouser,161,118,False,False,True,False,GFR17-sS1LelHz8P4JSXe3Q5ZVc1WQDmL-ofmG4rswbegiU,SgjjHrOBM_ecD3kXeiHNsW9DOnmFTS5772lBfxmJVyTMICv7KfmPa2wxtWv7sVGaSUTmvoFZi_DXLg
940,I,Jυnk Dog,470,410,False,False,True,False,iJsoW-EPDj2pmLOhor0a9g9re-NzP8sr6UpL2RZy3_BNwoM,uRaLWpLCl1BOYc35L87gVZ6KXd6-7Rrz3DOtYIztV4BnRDr0oDGCh-7K0bO4rS_4L6CErO40urdpTA
912,I,WAO RANK 1 ,1275,1221,False,True,False,False,nB03gDRJcfnKOhXAds9uevY5W_8vWn0KIi79VxuuQdKLr6fZ,Bo97rJR1k5RVL3zxB8_FN9T6dZ99tGrJq0_p-GZHPt1F-W4OeH_DYRzHLD4s7KMblbBjTNQsPeca8g
912,I,Ox Caliste ,454,406,False,False,True,False,XQrfuEn7QFwxDQUmpdN01CRD-qwu5U9g9qecZeFUaQ9wRFyN,lT7mVQhIOb5RT8sUZvL726Q5BGAw_VBdZmTHKuJHGIyh080Q_hxHb3DZrLBBiamjgGvlgtx3YvKNag
909,I,CR1PPLED IRL,301,228,False,False,True,False,SPle8a-pyFDFUpBR-MdIIPlbUI_wy66Y9jsxCcv25Wdpd7RSiu1Q1PAedw,-dfkWwbaPLTj0UIcTW3_ZSTU-tDpH_-GU8iLfaInokClXIegt3JMzi3oc4uHEQgdMCFAX951Y5m4_A
906,I,Pabu R2,160,150,False,False,True,False,MN9dGAWsHwHPAGqLpNpQw4kVV0PHhI8bh8wWTS-wbcLz3RP6zAP1fJijHg,
